Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
irontanks:iron_tank, Iron Tank
irontanks:gold_tank, Gold Tank
irontanks:diamond_tank, Diamond Tank
irontanks:obsidian_tank, Obsidian Tank
irontanks:silver_tank, Silver Tank
irontanks:copper_tank, Copper Tank
irontanks:emerald_tank, Emerald Tank
irontanks:void_tank, Void Tank
irontanks:creative_tank, Creative Tank
irontanks:copper_iron_upgrade, Copper to Iron Tank Upgrade
irontanks:copper_silver_upgrade, Copper to Silver Tank Upgrade
irontanks:diamond_obsidian_upgrade, Diamond to Obsidian Tank Upgrade
irontanks:glass_copper_upgrade, Glass to Copper Tank Upgrade
irontanks:glass_iron_upgrade, Glass to Iron Tank Upgrade
irontanks:gold_diamond_upgrade, Gold to Diamond Tank Upgrade
irontanks:iron_gold_upgrade, Iron to Gold Tank Upgrade
irontanks:silver_gold_upgrade, Silver to Gold Tank Upgrade
irontanks:diamond_emerald_upgrade, Diamond to Emerald Tank Upgrade
logisticspipes:module_item_sink, ItemSink Module
logisticspipes:module_passive_supplier, Passive Supplier Module
logisticspipes:module_extractor, Extractor Module
logisticspipes:module_item_sink_polymorphic, Polymorphic ItemSink Module
logisticspipes:module_quick_sort, QuickSort Module
logisticspipes:module_terminus, Terminus Module
logisticspipes:module_extractor_advanced, Advanced Extractor Module
logisticspipes:module_provider, Provider Module
logisticspipes:module_item_sink_mod, Mod Based ItemSink Module
logisticspipes:module_item_sink_oredict, OreDict ItemSink Module
logisticspipes:module_enchantment_sink, Enchantment Sink Module
logisticspipes:module_enchantment_sink_mk2, Enchantment Sink Module MK2
logisticspipes:module_crafter, Crafting Module
logisticspipes:module_active_supplier, Active Supplier Module
logisticspipes:module_item_sink_creativetab, Creative Tab Based ItemSink Module
logisticspipes:upgrade_sneaky_combination, Sneaky Combination Upgrade
logisticspipes:upgrade_sneaky, Sneaky Upgrade
logisticspipes:upgrade_speed, Item Speed Upgrade
logisticspipes:upgrade_disconnection, Disconnection Upgrade
logisticspipes:upgrade_satellite_advanced, Advanced Satellite Upgrade
logisticspipes:upgrade_fluid_crafting, Fluid Crafting Upgrade
logisticspipes:upgrade_crafting_byproduct, Crafting Byproduct Extraction Upgrade
logisticspipes:upgrade_pattern, Placement Rules Upgrade
logisticspipes:upgrade_fuzzy, Fuzzy Upgrade
logisticspipes:upgrade_power_transportation, Power Transportation Upgrade
logisticspipes:upgrade_power_supplier_mj, MJ Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_rf, RF Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_lv, EU LV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_mv, EU MV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_hv, EU HV Power Supplier Upgrade
logisticspipes:upgrade_power_supplier_eu_ev, EU EV Power Supplier Upgrade
logisticspipes:upgrade_cc_remote_control, CC Remote Control Upgrade
logisticspipes:upgrade_crafting_monitoring, Crafting Monitoring Upgrade
logisticspipes:upgrade_opaque, Opaque Upgrade
logisticspipes:upgrade_crafting_cleanup, Crafting Cleanup Upgrade
logisticspipes:upgrade_logic_controller, Logic Controller Upgrade
logisticspipes:upgrade_module_upgrade, Module Upgrade
logisticspipes:upgrade_action_speed, Action Speed Upgrade
logisticspipes:upgrade_item_extraction, Item Extraction Upgrade
logisticspipes:upgrade_item_stack_extraction, ItemStack Extraction Upgrade
logisticspipes:pipe_basic, Basic Logistics Pipe
logisticspipes:pipe_request, Request Logistics Pipe
logisticspipes:pipe_provider, Provider Logistics Pipe
logisticspipes:pipe_crafting, Crafting Logistics Pipe
logisticspipes:pipe_satellite, Satellite Logistics Pipe
logisticspipes:pipe_supplier, Supplier Logistics Pipe
logisticspipes:pipe_chassis_mk1, Logistics Chassis Mk1
logisticspipes:pipe_chassis_mk2, Logistics Chassis Mk2
logisticspipes:pipe_chassis_mk3, Logistics Chassis Mk3
logisticspipes:pipe_chassis_mk4, Logistics Chassis Mk4
logisticspipes:pipe_chassis_mk5, Logistics Chassis Mk5
logisticspipes:pipe_request_mk2, Request Logistics Pipe Mk2
logisticspipes:pipe_remote_orderer, Remote Orderer Logistics Pipe
logisticspipes:pipe_inventory_system_connector, Logistics Inventory System Connector
logisticspipes:pipe_system_entrance, Logistics System Entrance Pipe
logisticspipes:pipe_system_destination, Logistics System Destination Pipe
logisticspipes:pipe_firewall, Logistics Firewall Pipe
logisticspipes:pipe_fluid_basic, Logistics Fluid Basic Pipe
logisticspipes:pipe_fluid_supplier, Logistics Fluid Container Supplier
logisticspipes:pipe_fluid_insertion, Logistics Fluid Insertion Pipe
logisticspipes:pipe_fluid_provider, Logistics Fluid Provider Pipe
logisticspipes:pipe_fluid_request, Logistics Fluid Request Pipe
logisticspipes:pipe_fluid_extractor, Logistics Fluid Extractor Pipe
logisticspipes:pipe_fluid_satellite, Logistics Fluid Satellite Pipe
logisticspipes:pipe_fluid_supplier_mk2, Logistics Fluid Supplier
logisticspipes:pipe_fluid_terminus, Logistics Fluid Terminus Pipe
logisticspipes:pipe_request_table, Logistics Request Table
logisticspipes:pipe_transport_basic, Unrouted Transport Pipe
logisticspipes:pipe_hs_curve, Highspeed Curve Tube
logisticspipes:pipe_hs_speedup, Highspeed Speedup Tube
logisticspipes:pipe_hs_s_curve, Highspeed S-Curve Tube
logisticspipes:pipe_hs_line, Highspeed Line Tube
logisticspipes:pipe_hs_gain, Highspeed Gain Tube
logisticspipes:item_card:0, Logistics Item Card
logisticspipes:remote_orderer, Remote Orderer
logisticspipes:sign_creator:0, Crafting Sign Creator
logisticspipes:hud_glasses, Logistics HUD Glasses
logisticspipes:parts:0, Logistics HUD Bow
logisticspipes:parts:1, Logistics HUD Glass
logisticspipes:parts:2, Logistics HUD Nose Bridge
logisticspipes:parts:3, Nano Hopper
logisticspipes:module_blank, Blank Module
logisticspipes:disk, Logistics Disk
logisticspipes:fluid_container, Logistics Fluid Container
logisticspipes:broken_item, Logistics Broken Item
logisticspipes:guide_book, Logistics Pipes' Guide Book
logisticspipes:pipe_controller, Pipe Controller
logisticspipes:pipe_manager, Pipe Manager
logisticspipes:logistics_programmer, Logistics Programmer
logisticspipes:chip_basic, Basic Chip
logisticspipes:chip_basic_raw, Raw Basic Chip
logisticspipes:chip_advanced, Advanced Chip
logisticspipes:chip_advanced_raw, Raw Advanced Chip
logisticspipes:chip_fpga, FPGA
logisticspipes:chip_fpga_raw, Raw FPGA
logisticspipes:frame, Logistics Block Frame
logisticspipes:power_junction, Logistics Power Junction
logisticspipes:security_station, Logistics Security Station
logisticspipes:crafting_table, Logistics Crafting Table
logisticspipes:crafting_table_fuzzy, Logistics Fuzzy Crafting Table
logisticspipes:statistics_table, Logistics Statistics Table
logisticspipes:power_provider_rf, Logistics RF Power Provider
logisticspipes:power_provider_eu, Logistics EU Power Provider
logisticspipes:power_provider_mj, Logistics MJ Power Provider
logisticspipes:program_compiler, Logistics Program Compiler
modularforcefieldsystem:adv_security, MFFS Security Station
modularforcefieldsystem:area_defense, MFFS Defense Station
modularforcefieldsystem:capacitor, MFFS Capacitor
modularforcefieldsystem:control_system, MFFS Control System
modularforcefieldsystem:extractor, MFFS Extractor
modularforcefieldsystem:force_field, MFFS Field
modularforcefieldsystem:monazit_ore, Monazit Ore
modularforcefieldsystem:projector, MFFS Projector
modularforcefieldsystem:security_storage, MFFS Secure Storage
modularforcefieldsystem:forcicium, Forcicium
modularforcefieldsystem:access_card, MFFS Card: Access
modularforcefieldsystem:upgrade_capacity, Capacitor Upgrade: Capacity
modularforcefieldsystem:upgrade_range, Capacitor Upgrade: Range
modularforcefieldsystem:datalink_card, MFFS Card: Data-Link
modularforcefieldsystem:empty_card, MFFS Card: Empty
modularforcefieldsystem:personal_id, MFFS Card: ID
modularforcefieldsystem:power_card, MFFS Card: Infinite Power
modularforcefieldsystem:powerlink_card, MFFS Card: Power Link
modularforcefieldsystem:securitylink_card, MFFS Card: Security Link
modularforcefieldsystem:extractor_upgrade_booster, Extractor Upgrade: Booster
modularforcefieldsystem:forcepower_crystal:1, Force Power Crystal
modularforcefieldsystem:forcepower_crystal:101, Force Power Crystal
modularforcefieldsystem:forcicium_cell:1, Forcicium Cell
modularforcefieldsystem:forcicium_cell:100, Forcicium Cell
modularforcefieldsystem:projector_distance, Projector Upgrade: Field Distance
modularforcefieldsystem:projector_strength, Projector Upgrade: Field Strength
modularforcefieldsystem:projector_focus_matrix, Projector Upgrade: Focus Matrix
modularforcefieldsystem:module_advcube, Projector Module: Advanced Cube
modularforcefieldsystem:module_containment, Projector Module: Containment
modularforcefieldsystem:module_cube, Projector Module: Cube
modularforcefieldsystem:module_deflector, Projector Module: Deflector
modularforcefieldsystem:module_diagonal_wall, Diagnonal Wall Module
modularforcefieldsystem:module_sphere, Projector Module: Sphere
modularforcefieldsystem:module_tube, Projector Module: Tube
modularforcefieldsystem:module_wall, Projector Module: Wall
modularforcefieldsystem:multitool_debugger:0, Multi-Tool: Debugger
modularforcefieldsystem:multitool_debugger:1, Multi-Tool: Debugger
modularforcefieldsystem:multitool_transporter:0, Multi-Tool: Field Transporter
modularforcefieldsystem:multitool_transporter:1, Multi-Tool: Field Transporter
modularforcefieldsystem:multitool_id_writer:0, Multi-Tool: ID Writer
modularforcefieldsystem:multitool_id_writer:1, Multi-Tool: ID Writer
modularforcefieldsystem:multitool_switch:0, Multi-Tool: Switch
modularforcefieldsystem:multitool_switch:1, Multi-Tool: Switch
modularforcefieldsystem:multitool_wrench:0, Multi-Tool: Wrench
modularforcefieldsystem:multitool_wrench:1, Multi-Tool: Wrench
modularforcefieldsystem:option_block_breaker, Projector Option: Cutter
modularforcefieldsystem:option_camoflage, Projector Option: Camoflage
modularforcefieldsystem:option_defense_station, Projector Option: Defence Station
modularforcefieldsystem:option_field_fusion, Projector Option: Field Fusion
modularforcefieldsystem:option_field_manipulator, Projector Option: Dome
modularforcefieldsystem:option_field_jammer, Projector Option: Forcefield Jammer
modularforcefieldsystem:option_mob_defense, Projector Option: Mob Killer
modularforcefieldsystem:option_sponge, Projector Option: Sponge
modularforcefieldsystem:option_touch_damage, Projector Option: Zapper
modularforcefieldsystem:option_light, Projector Option: Light
naturescompass:naturescompass, Nature's Compass
netherendingores:creative_tab, Creative Tab Block
netherendingores:block_end_endermite, End Stone Endermite Monster Egg
netherendingores:block_nether_netherfish, Netherrack Netherfish Monster Egg
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_modded_2:1, End Ruby Ore
netherendingores:ore_end_modded_2:2, End Sapphire Ore
netherendingores:ore_end_modded_2:3, End Peridot Ore
netherendingores:ore_end_modded_2:4, End Electrotine Ore
netherendingores:ore_end_modded_2:5, End Ambrosium Ore
netherendingores:ore_end_modded_2:6, End Gravitite Ore
netherendingores:ore_end_modded_2:7, End Zanite Ore
netherendingores:ore_end_modded_2:8, End Arkenium Ore
netherendingores:ore_end_modded_2:9, End Icestone Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_modded_2:1, Nether Ruby Ore
netherendingores:ore_nether_modded_2:2, Nether Sapphire Ore
netherendingores:ore_nether_modded_2:3, Nether Peridot Ore
netherendingores:ore_nether_modded_2:4, Nether Electrotine Ore
netherendingores:ore_nether_modded_2:5, Nether Ambrosium Ore
netherendingores:ore_nether_modded_2:6, Nether Gravitite Ore
netherendingores:ore_nether_modded_2:7, Nether Zanite Ore
netherendingores:ore_nether_modded_2:8, Nether Arkenium Ore
netherendingores:ore_nether_modded_2:9, Nether Icestone Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
netherendingores:ore_other_1:6, Overworld Ambrosium Ore
netherendingores:ore_other_1:7, Overworld Gravitite Ore
netherendingores:ore_other_1:8, Overworld Zanite Ore
netherendingores:ore_other_1:9, Overworld Arkenium Ore
netherendingores:ore_other_1:10, Overworld Icestone Ore
playerplates:obsidian_plate, Obsidian Pressure Plate
playerplates:mossy_plate, Mossy Cobble Pressure Plate
playerplates:invisible_obsidian_plate, Obsidian Pressure Plate (Invisible)
playerplates:invisible_mossy_plate, Mossy Cobble Pressure Plate (Invisible)
plethora:neuralinterface, Neural interface
plethora:neuralconnector, Neural connector
plethora:module:0, Introspection module
plethora:module:1, Frickin' laser beam
plethora:module:2, Block scanner
plethora:module:3, Entity sensor
plethora:module:4, Kinetic augment
plethora:module:5, Chat recorder
plethora:module:6, Overlay glasses
plethora:module:7, Creative chat recorder
plethora:keyboard, Keyboard
plethora:manipulator:0, Manipulator Mk I
plethora:manipulator:1, Manipulator Mk II
plethora:redstone_integrator:0, Redstone integrator
stevescarts:blockcartassembler, Cart Assembler
stevescarts:blockcargomanager, Cargo Manager
stevescarts:blockliquidmanager, Liquid Manager
stevescarts:blockdistributor, External Distributor
stevescarts:blockactivator, Module Toggler
stevescarts:blockdetector:0, Detector Manager
stevescarts:blockdetector:1, Detector Unit
stevescarts:blockdetector:2, Detector Station
stevescarts:blockdetector:3, Detector Junction
stevescarts:blockdetector:4, Detector Redstone Unit
stevescarts:upgrade:0, Upgrade: Batteries
stevescarts:upgrade:1, Upgrade: Power Crystal
stevescarts:upgrade:2, Upgrade: Module knowledge
stevescarts:upgrade:3, Upgrade: Industrial espionage
stevescarts:upgrade:4, Upgrade: Experienced assembler
stevescarts:upgrade:5, Upgrade: New Era
stevescarts:upgrade:6, Upgrade: CO2 friendly
stevescarts:upgrade:7, Upgrade: Generic engine
stevescarts:upgrade:8, Upgrade: Module input
stevescarts:upgrade:9, Upgrade: Production line
stevescarts:upgrade:10, Upgrade: Cart Deployer
stevescarts:upgrade:11, Upgrade: Cart Modifier
stevescarts:upgrade:12, Upgrade: Cart Crane
stevescarts:upgrade:13, Upgrade: Redstone Control
stevescarts:upgrade:14, Upgrade: Creative Mode
stevescarts:upgrade:15, Upgrade: Quick Demolisher
stevescarts:upgrade:16, Upgrade: Entropy
stevescarts:upgrade:17, Upgrade: Manager Bridge
stevescarts:upgrade:18, Thermal Engine
stevescarts:upgrade:19, Upgrade: Solar Panel
stevescarts:blockjunction, Junction Rail
stevescarts:blockadvdetector, Advanced Detector Rail
stevescarts:blockmetalstorage:0, Reinforced Metal Block
stevescarts:blockmetalstorage:1, Galgadorian Block
stevescarts:blockmetalstorage:2, Enhanced Galgadorian Block
stevescarts:modularcart:0, Modular Cart
stevescarts:modulecomponents:0, Wooden Wheels
stevescarts:modulecomponents:1, Iron Wheels
stevescarts:modulecomponents:2, Red Pigment
stevescarts:modulecomponents:3, Green Pigment
stevescarts:modulecomponents:4, Blue Pigment
stevescarts:modulecomponents:5, Glass o'Magic
stevescarts:modulecomponents:6, Dynamite
stevescarts:modulecomponents:9, Simple PCB
stevescarts:modulecomponents:10, Graphical Interface
stevescarts:modulecomponents:11, Raw Handle
stevescarts:modulecomponents:12, Refined Handle
stevescarts:modulecomponents:13, Speed Handle
stevescarts:modulecomponents:14, Wheel
stevescarts:modulecomponents:15, Saw Blade
stevescarts:modulecomponents:16, Advanced PCB
stevescarts:modulecomponents:17, Wood Cutting Core
stevescarts:modulecomponents:18, Raw Hardener
stevescarts:modulecomponents:19, Refined Hardener
stevescarts:modulecomponents:20, Hardened Mesh
stevescarts:modulecomponents:21, Stabilized Metal
stevescarts:modulecomponents:22, Reinforced Metal
stevescarts:modulecomponents:23, Reinforced Wheels
stevescarts:modulecomponents:24, Pipe
stevescarts:modulecomponents:25, Shooting Station
stevescarts:modulecomponents:26, Entity Scanner
stevescarts:modulecomponents:27, Entity Analyzer
stevescarts:modulecomponents:28, Empty Disk
stevescarts:modulecomponents:29, Tri-torch
stevescarts:modulecomponents:30, Chest Pane
stevescarts:modulecomponents:31, Large Chest Pane
stevescarts:modulecomponents:32, Huge Chest Pane
stevescarts:modulecomponents:33, Chest Lock
stevescarts:modulecomponents:34, Iron Pane
stevescarts:modulecomponents:35, Large Iron Pane
stevescarts:modulecomponents:36, Huge Iron Pane
stevescarts:modulecomponents:37, Dynamic Pane
stevescarts:modulecomponents:38, Large Dynamic Pane
stevescarts:modulecomponents:39, Huge Dynamic Pane
stevescarts:modulecomponents:40, Cleaning Fan
stevescarts:modulecomponents:41, Cleaning Core
stevescarts:modulecomponents:42, Cleaning Tube
stevescarts:modulecomponents:43, Fuse
stevescarts:modulecomponents:44, Solar Panel
stevescarts:modulecomponents:45, Eye of Galgador
stevescarts:modulecomponents:46, Lump of Galgador
stevescarts:modulecomponents:47, Galgadorian Metal
stevescarts:modulecomponents:48, Large Lump of Galgador
stevescarts:modulecomponents:49, Enhanced Galgadorian Metal
stevescarts:modulecomponents:58, Advanced Solar Panel
stevescarts:modulecomponents:59, Blank Upgrade
stevescarts:modulecomponents:60, Tank Valve
stevescarts:modulecomponents:61, Tank Pane
stevescarts:modulecomponents:62, Large Tank Pane
stevescarts:modulecomponents:63, Huge Tank Pane
stevescarts:modulecomponents:64, Liquid Cleaning Core
stevescarts:modulecomponents:65, Liquid Cleaning Tube
stevescarts:modulecomponents:80, Hardened Saw Blade
stevescarts:modulecomponents:81, Galgadorian Saw Blade
stevescarts:modulecomponents:82, Galgadorian Wheels
stevescarts:modulecomponents:83, Iron Blade
stevescarts:modulecomponents:84, Blade Arm
stevescarts:cartmodule:0, Coal Engine
stevescarts:cartmodule:1, Solar Engine
stevescarts:cartmodule:2, Side Chests
stevescarts:cartmodule:3, Top Chest
stevescarts:cartmodule:4, Front Chest
stevescarts:cartmodule:5, Internal Storage
stevescarts:cartmodule:6, Extracting Chests
stevescarts:cartmodule:7, Torch Placer
stevescarts:cartmodule:8, Basic Drill
stevescarts:cartmodule:9, Galgadorian Drill
stevescarts:cartmodule:10, Railer
stevescarts:cartmodule:11, Large Railer
stevescarts:cartmodule:12, Bridge Builder
stevescarts:cartmodule:13, Track Remover
stevescarts:cartmodule:14, Basic Farmer
stevescarts:cartmodule:15, Basic Wood Cutter
stevescarts:cartmodule:16, Hydrator
stevescarts:cartmodule:18, Fertilizer
stevescarts:cartmodule:19, Height Controller
stevescarts:cartmodule:20, Liquid Sensors
stevescarts:cartmodule:21, Entity Detector: Animal
stevescarts:cartmodule:22, Entity Detector: Player
stevescarts:cartmodule:23, Entity Detector: Villager
stevescarts:cartmodule:24, Entity Detector: Monster
stevescarts:cartmodule:25, Seat
stevescarts:cartmodule:26, Brake Handle
stevescarts:cartmodule:27, Advanced Control System
stevescarts:cartmodule:28, Shooter
stevescarts:cartmodule:29, Advanced Shooter
stevescarts:cartmodule:30, Cleaning Machine
stevescarts:cartmodule:31, Dynamite Carrier
stevescarts:cartmodule:32, Divine Shield
stevescarts:cartmodule:33, Melter
stevescarts:cartmodule:34, Extreme Melter
stevescarts:cartmodule:36, Invisibility Core
stevescarts:cartmodule:37, Wooden Hull
stevescarts:cartmodule:38, Standard Hull
stevescarts:cartmodule:39, Reinforced Hull
stevescarts:cartmodule:40, Note Sequencer
stevescarts:cartmodule:41, Colorizer
stevescarts:cartmodule:42, Iron Drill
stevescarts:cartmodule:43, Hardened Drill
stevescarts:cartmodule:44, Tiny Coal Engine
stevescarts:cartmodule:45, Basic Solar Engine
stevescarts:cartmodule:49, Chunk Loader
stevescarts:cartmodule:51, Projectile: Potion
stevescarts:cartmodule:53, Projectile: Egg
stevescarts:cartmodule:56, Compact Solar Engine
